name	AAs	terminus	labelAtoms	formula	losses	id	monoMass	structural	shortName	hidden	type
iodoTMT6plex (E)	E		None	H28C12C'4N3N'O3		1342	329.226595	true	iT6	true	non_hardcoded
iodoTMT6plex (H)	H		None	H28C12C'4N3N'O3		1342	329.226595	true	iT6	true	non_hardcoded
iodoTMT6plex (K)	K		None	H28C12C'4N3N'O3		1342	329.226595	true	iT6	true	non_hardcoded
IodoU-AMP (F)	F		None	H11C9N2O9P		292	322.020217	true	IUP	true	non_hardcoded
IodoU-AMP (W)	W		None	H11C9N2O9P		292	322.020217	true	IUP	true	non_hardcoded
IodoU-AMP (Y)	Y		None	H11C9N2O9P		292	322.020217	true	IUP	true	non_hardcoded
ISD_z+2_ion (N-term)		N	None	-HN		991	-15.010899	true		true	non_hardcoded
Isopropylphospho (S)	S		None	H7C3O3P		363	122.013281	true		true	non_hardcoded
Isopropylphospho (T)	T		None	H7C3O3P		363	122.013281	true		true	non_hardcoded
Isopropylphospho (Y)	Y		None	H7C3O3P		363	122.013281	true		true	non_hardcoded
iTRAQ4plex (C)	C		None	H12C4C'3NN'O		214	144.102063	true	IT4	true	non_hardcoded
iTRAQ4plex (H)	H		None	H12C4C'3NN'O		214	144.102063	true	IT4	true	non_hardcoded
iTRAQ4plex (S)	S		None	H12C4C'3NN'O		214	144.102063	true	IT4	true	non_hardcoded
iTRAQ4plex (T)	T		None	H12C4C'3NN'O		214	144.102063	true	IT4	true	non_hardcoded
iTRAQ4plex114 (C)	C		None	H12C5C'2N2O'		532	144.105918	true		true	non_hardcoded
iTRAQ4plex114 (K)	K		None	H12C5C'2N2O'		532	144.105918	true		true	non_hardcoded
iTRAQ4plex114 (N-term)		N	None	H12C5C'2N2O'		532	144.105918	true		true	non_hardcoded
iTRAQ4plex114 (Y)	Y		None	H12C5C'2N2O'		532	144.105918	true		true	non_hardcoded
iTRAQ4plex115 (C)	C		None	H12C6C'NN'O'		533	144.099599	true		true	non_hardcoded
iTRAQ4plex115 (K)	K		None	H12C6C'NN'O'		533	144.099599	true		true	non_hardcoded
iTRAQ4plex115 (N-term)		N	None	H12C6C'NN'O'		533	144.099599	true		true	non_hardcoded
iTRAQ4plex115 (Y)	Y		None	H12C6C'NN'O'		533	144.099599	true		true	non_hardcoded
iTRAQ8plex (C)	C		None	C'7N'C7H24N3O3		730	304.20536	true	IT8	true	non_hardcoded
iTRAQ8plex (H)	H		None	C'7N'C7H24N3O3		730	304.20536	true	IT8	true	non_hardcoded
iTRAQ8plex (S)	S		None	C'7N'C7H24N3O3		730	304.20536	true	IT8	true	non_hardcoded
iTRAQ8plex (T)	T		None	C'7N'C7H24N3O3		730	304.20536	true	IT8	true	non_hardcoded
iTRAQ8plex:13C(6)15N(2) (C)	C		None	C'6N'2C8H24N2O3		731	304.19904	true		true	non_hardcoded
iTRAQ8plex:13C(6)15N(2) (K)	K		None	C'6N'2C8H24N2O3		731	304.19904	true		true	non_hardcoded
iTRAQ8plex:13C(6)15N(2) (N-term)		N	None	C'6N'2C8H24N2O3		731	304.19904	true		true	non_hardcoded
iTRAQ8plex:13C(6)15N(2) (Y)	Y		None	C'6N'2C8H24N2O3		731	304.19904	true		true	non_hardcoded
L-Gln (D)	D		None	H8C5N2O2		2070	128.058578	true		true	non_hardcoded
L-Gln (E)	E		None	H8C5N2O2		2070	128.058578	true		true	non_hardcoded
Label:13C(1)2H(3)+Oxidation (M)	M		None	H'3C'O - H3C		885	20.0171	true		true	non_hardcoded
Label:13C(4)+Oxidation (M)	M		None	C'4O - C4		1267	20.008334	true		true	non_hardcoded
Label:13C(4)15N(2)+GG (K)	K		None	H6C'4N'2O2		923	120.050417	true		true	non_hardcoded
Label:13C(6)+Acetyl (K)	K		None	H2C'6O - C4		835	48.030694	true		true	non_hardcoded
Label:13C(6)+Dimethyl (K)	K		None	H4C'6 - C4		986	34.051429	true		true	non_hardcoded
Label:13C(6)+GG (K)	K		None	H6C'6N2O2 - C2		799	120.063056	true		true	non_hardcoded
Label:13C(6)15N(2)+Acetyl (K)	K		None	H2C'6N'2O - C4N2		836	50.024764	true		true	non_hardcoded
Label:13C(6)15N(2)+Dimethyl (K)	K		None	H4C'6N'2 - C4N2		987	36.045499	true		true	non_hardcoded
Label:13C(6)15N(2)+GG (K)	K		None	H6C'6N'2O2 - C2		864	122.057126	true		true	non_hardcoded
Label:13C(6)15N(4)+Dimethyl (R)	R		None	H4C'6N'4 - C4N4		1005	38.039569	true		true	non_hardcoded
Label:13C(6)15N(4)+Dimethyl:2H(6)13C(2) (R)	R		None	H'6C'8N'4 - H2C6N4		1007	46.083939	true		true	non_hardcoded
Label:13C(6)15N(4)+Methyl (R)	R		None	H2C'6N'4 - C5N4		1004	24.023919	true		true	non_hardcoded
Label:13C(6)15N(4)+Methyl:2H(3)13C(1) (R)	R		None	H'3C'7N'4 - HC6N4		1006	28.046104	true		true	non_hardcoded
Label:13C(9)+Phospho (Y)	Y		None	HC'9O3P - C9		185	88.996524	true	Ph9	true	non_hardcoded
Label:2H(3)+Oxidation (M)	M		None	H'3O - H3		1370	19.013745	true		true	non_hardcoded
Label:2H(4)+Acetyl (K)	K		None	H'4C2O - H2		834	46.035672	true		true	non_hardcoded
Label:2H(4)+GG (K)	K		None	H2H'4C4N2O2		853	118.068034	true		true	non_hardcoded
lapachenole (C)	C		None	H16C16O2		771	240.11503	true		true	non_hardcoded
Leu->MetOx (L)	L		None	OS - H2C		905	33.951335	true		true	non_hardcoded
LG-anhydrolactam (K)	K		None	H26C20O3		946	314.188195	true		true	non_hardcoded
LG-anhydrolactam (N-term)		N	None	H26C20O3		946	314.188195	true		true	non_hardcoded
LG-anhyropyrrole (K)	K		None	H26C20O2		948	298.19328	true		true	non_hardcoded
LG-anhyropyrrole (N-term)		N	None	H26C20O2		948	298.19328	true		true	non_hardcoded
LG-Hlactam-K (K)	K		None	H28C20O5		504	348.193674	true		true	non_hardcoded
LG-Hlactam-R (R)	R		None	H26C19O5 - N2		506	306.171876	true		true	non_hardcoded
LG-lactam-K (K)	K		None	H28C20O4		503	332.19876	true		true	non_hardcoded
LG-lactam-R (R)	R		None	H26C19O4 - N2		505	290.176961	true		true	non_hardcoded
LG-pyrrole (C)	C		None	H28C20O3		947	316.203845	true		true	non_hardcoded
LG-pyrrole (K)	K		None	H28C20O3		947	316.203845	true		true	non_hardcoded
LG-pyrrole (N-term)		N	None	H28C20O3		947	316.203845	true		true	non_hardcoded
Lipoyl (K)	K		None	H12C8OS2		42	188.032956	true	Lip	true	non_hardcoded
LRGG (K)	K		None	H29C16N7O4		535	383.228103	true	Umc	true	non_hardcoded
LRGG+dimethyl (K)	K		None	H33C18N7O4		1829	411.259403	true		true	non_hardcoded
LRGG+methyl (K)	K		None	H31C17N7O4		1828	397.243753	true		true	non_hardcoded
LTX+Lophotoxin (Y)	Y		None	H24C22O8		2039	416.147118	true		true	non_hardcoded
Lys (N-term)		N	None	H12C6N2O		1301	128.094963	true		true	non_hardcoded
Lys+O(2) (H)	H		None	H12C6N2O3		2036	160.084792	true		true	non_hardcoded
Lys->Allysine (K)	K		None	O - H3N		352	-1.031634	true	LAA	true	non_hardcoded
Lys->AminoadipicAcid (K)	K		None	O2 - H3N		381	14.96328	true	AAA	true	non_hardcoded
Lys->CamCys (K)	K		None	OS - H4C		903	31.935685	true		true	non_hardcoded
Lys->MetOx (K)	K		None	OS - H3CN		906	18.940436	true		true	non_hardcoded
Lys-loss (K)	K		None	-H12C6N2O		313	-128.094963	true	-1K	true	non_hardcoded
Lys-loss (Protein C-term K)	K	C	None	-H12C6N2O		313	-128.094963	true	-1K	true	non_hardcoded
Lysbiotinhydrazide (K)	K		None	H15C10N3O2S		353	241.088497	true		true	non_hardcoded
maleimide (C)	C		None	H3C4NO2		773	97.016378	true		true	non_hardcoded
maleimide (K)	K		None	H3C4NO2		773	97.016378	true		true	non_hardcoded
Maleimide-PEO2-Biotin (C)	C		None	H35C23N5O7S		522	525.225719	true		true	non_hardcoded
maleimide3 (C)	C		None	H59C37N7O23		971	969.366232	true		true	non_hardcoded
maleimide3 (K)	K		None	H59C37N7O23		971	969.366232	true		true	non_hardcoded
maleimide5 (C)	C		None	H79C49N7O33		972	1293.471879	true		true	non_hardcoded
maleimide5 (K)	K		None	H79C49N7O33		972	1293.471879	true		true	non_hardcoded
Malonyl (C)	C		None	H2C3O3		747	86.000394	true	Mal	true	non_hardcoded
Malonyl (K)	K		None	H2C3O3		747	86.000394	true	Mal	true	non_hardcoded
Malonyl (S)	S		None	H2C3O3		747	86.000394	true	Mal	true	non_hardcoded
MBS+peptide (C)	C		None	H108C81N7O19		2040	1482.77	true		true	non_hardcoded
MDCC (C)	C		None	H21C20N3O5		887	383.148121	true		true	non_hardcoded
MeMePhosphorothioate (S)	S		None	H5C2OPS		1868	107.979873	true		true	non_hardcoded
Menadione (C)	C		None	H6C11O2		302	170.036779	true		true	non_hardcoded
Menadione (K)	K		None	H6C11O2		302	170.036779	true		true	non_hardcoded
Menadione-HQ (C)	C		None	H8C11O2		767	172.05243	true		true	non_hardcoded
Menadione-HQ (K)	K		None	H8C11O2		767	172.05243	true		true	non_hardcoded
MercaptoEthanol (S)	S		None	H4C2S		928	60.003371	true		true	non_hardcoded
MercaptoEthanol (T)	T		None	H4C2S		928	60.003371	true		true	non_hardcoded
MesitylOxide (H)	H		None	H10C6O		1873	98.073165	true		true	non_hardcoded
MesitylOxide (K)	K		None	H10C6O		1873	98.073165	true		true	non_hardcoded
Met+O(2) (H)	H		None	H9C5NO3S		2033	163.030314	true		true	non_hardcoded
Met->Aha (M)	M		None	N3 - H3CS		896	-4.986324	true	MAH	true	non_hardcoded
Met->AspSA (M)	M		None	O - H4CS		1914	-32.008456	true		true	non_hardcoded
Met->Hpg (M)	M		None	C - H2S		899	-21.987721	true		true	non_hardcoded
Met-loss (Protein N-term M)	M	N	None	-H9C5NOS		765	-131.040485	true		true	non_hardcoded
Met-loss+Acetyl (Protein N-term M)	M	N	None	-H7C3NS		766	-89.02992	true		true	non_hardcoded
Methamidophos-O (C)	C		None	H4CNO2P		2008	92.997965	true		true	non_hardcoded
Methamidophos-O (H)	H		None	H4CNO2P		2008	92.997965	true		true	non_hardcoded
Methamidophos-O (K)	K		None	H4CNO2P		2008	92.997965	true		true	non_hardcoded
Methamidophos-O (S)	S		None	H4CNO2P		2008	92.997965	true		true	non_hardcoded
Methamidophos-O (T)	T		None	H4CNO2P		2008	92.997965	true		true	non_hardcoded
Methamidophos-O (Y)	Y		None	H4CNO2P		2008	92.997965	true		true	non_hardcoded
Methamidophos-S (C)	C		None	H4CNOPS		2007	108.975121	true		true	non_hardcoded
Methamidophos-S (H)	H		None	H4CNOPS		2007	108.975121	true		true	non_hardcoded
Methamidophos-S (K)	K		None	H4CNOPS		2007	108.975121	true		true	non_hardcoded
Methamidophos-S (S)	S		None	H4CNOPS		2007	108.975121	true		true	non_hardcoded
Methamidophos-S (T)	T		None	H4CNOPS		2007	108.975121	true		true	non_hardcoded
Methamidophos-S (Y)	Y		None	H4CNOPS		2007	108.975121	true		true	non_hardcoded
Methyl (C)	C		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (H)	H		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (I)	I		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (K)	K		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (L)	L		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (N)	N		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (N-term)		N	None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (Q)	Q		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (R)	R		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (S)	S		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl (T)	T		None	CH2		34	14.01565	true	1Me	true	non_hardcoded
Methyl+Acetyl:2H(3) (K)	K		None	HH'3C3O		768	59.045045	true		true	non_hardcoded
Methyl+Deamidated (N)	N		None	HCO - N		528	14.999666	true	MDe	true	non_hardcoded
Methyl+Deamidated (Q)	Q		None	HCO - N		528	14.999666	true	MDe	true	non_hardcoded
Methyl-PEO12-Maleimide (C)	C		None	H58C32N2O15		891	710.383719	true		true	non_hardcoded
Methyl:2H(2) (K)	K		None	H'2C		284	16.028204	true	M+2	true	non_hardcoded
Methyl:2H(2) (N-term)		N	None	H'2C		284	16.028204	true	M+2	true	non_hardcoded
Methyl:2H(3)+Acetyl:2H(3) (K)	K		None	H'6C3O - H2		1368	62.063875	true		true	non_hardcoded
Methylamine (S)	S		None	H3CN - O		337	13.031634	true	MeA	true	non_hardcoded
Methylamine (T)	T		None	H3CN - O		337	13.031634	true	MeA	true	non_hardcoded
Methylmalonylation (S)	S		None	H4C4O3		914	100.016044	true		true	non_hardcoded
methylol (K)	K		None	H2CO		1875	30.010565	true		true	non_hardcoded
methylol (W)	W		None	H2CO		1875	30.010565	true		true	non_hardcoded
methylol (Y)	Y		None	H2CO		1875	30.010565	true		true	non_hardcoded
Methylphosphonate (S)	S		None	H3CO2P		728	77.987066	true		true	non_hardcoded
Methylphosphonate (T)	T		None	H3CO2P		728	77.987066	true		true	non_hardcoded
Methylphosphonate (Y)	Y		None	H3CO2P		728	77.987066	true		true	non_hardcoded
Methylpyrroline (K)	K		None	H7C6NO		435	109.052764	true	MPr	true	non_hardcoded
methylsulfonylethyl (C)	C		None	H6C3O2S		1380	106.00885	true		true	non_hardcoded
methylsulfonylethyl (H)	H		None	H6C3O2S		1380	106.00885	true		true	non_hardcoded
methylsulfonylethyl (K)	K		None	H6C3O2S		1380	106.00885	true		true	non_hardcoded
Methylthio (D)	D		None	H2CS		39	45.987721	true	MSH	true	non_hardcoded
Methylthio (K)	K		None	H2CS		39	45.987721	true	MSH	true	non_hardcoded
Methylthio (N)	N		None	H2CS		39	45.987721	true	MSH	true	non_hardcoded
Methylthio (N-term)		N	None	H2CS		39	45.987721	true	MSH	true	non_hardcoded
MG-H1 (R)	R		None	H2C3O		859	54.010565	true		true	non_hardcoded
MM-diphenylpentanone (C)	C		None	H19C18NO		1315	265.146664	true		true	non_hardcoded
Molybdopterin (C)	C		None	H11C10N5O8PS2Mo		391	521.884073	true	Mdt	true	non_hardcoded
MolybdopterinGD (C)	C		None	H47C40N20O26P4S4Mo		424	1572.985775	true	MGD	true	non_hardcoded
MolybdopterinGD (D)	D		None	H47C40N20O26P4S4Mo		424	1572.985775	true	MGD	true	non_hardcoded
MolybdopterinGD (U)	U		None	H47C40N20O26P4S4Mo		424	1572.985775	true	MGD	true	non_hardcoded
MolybdopterinGD+Delta:S(-1)Se(1) (C)	C		None	H47C40N20O26P4S3SeMo		415	1620.930224	true	MtD	true	non_hardcoded
monomethylphosphothione (C)	C		None	H3CO2PS		1989	109.959137	true		true	non_hardcoded
monomethylphosphothione (H)	H		None	H3CO2PS		1989	109.959137	true		true	non_hardcoded
monomethylphosphothione (K)	K		None	H3CO2PS		1989	109.959137	true		true	non_hardcoded
monomethylphosphothione (S)	S		None	H3CO2PS		1989	109.959137	true		true	non_hardcoded
monomethylphosphothione (T)	T		None	H3CO2PS		1989	109.959137	true		true	non_hardcoded
monomethylphosphothione (Y)	Y		None	H3CO2PS		1989	109.959137	true		true	non_hardcoded
mTRAQ (H)	H		None	C7H12N2O		888	140.094963	true	M00	true	non_hardcoded
mTRAQ (S)	S		None	C7H12N2O		888	140.094963	true	M00	true	non_hardcoded
mTRAQ (T)	T		None	C7H12N2O		888	140.094963	true	M00	true	non_hardcoded
MTSL (C)	C		None	H14C9NOS		911	184.07961	true		true	non_hardcoded
MurNAc (A)	A		None	H17C11NO7		1400	275.100502	true		true	non_hardcoded
Myristoleyl (Protein N-term G)	G	N	None	H24C14O		134	208.182715	true		true	non_hardcoded
Myristoyl (C)	C		None	H26C14O		45	210.198366	true	Myr	true	non_hardcoded
Myristoyl (K)	K		None	H26C14O		45	210.198366	true	Myr	true	non_hardcoded
Myristoyl (N-term G)	G	N	None	H26C14O		45	210.198366	true	Myr	true	non_hardcoded
Myristoyl+Delta:H(-4) (Protein N-term G)	G	N	None	H22C14O		135	206.167065	true		true	non_hardcoded
N-dimethylphosphate (S)	S		None	H6C2NO2P		1365	107.013615	true		true	non_hardcoded
N6pAMP (S)	S		None	H14C13N5O6P		2073	367.06817	true		true	non_hardcoded
N6pAMP (T)	T		None	H14C13N5O6P		2073	367.06817	true		true	non_hardcoded
N6pAMP (Y)	Y		None	H14C13N5O6P		2073	367.06817	true		true	non_hardcoded
NA-LNO2 (C)	C		None	H31C18NO4		685	325.225309	true		true	non_hardcoded
NA-LNO2 (H)	H		None	H31C18NO4		685	325.225309	true		true	non_hardcoded
NA-OA-NO2 (C)	C		None	H33C18NO4		686	327.240959	true		true	non_hardcoded
NA-OA-NO2 (H)	H		None	H33C18NO4		686	327.240959	true		true	non_hardcoded
NBF (C)	C		None	HC6N3O3		2079	163.001791	true		true	non_hardcoded
NBF (K)	K		None	HC6N3O3		2079	163.001791	true		true	non_hardcoded
NBF (R)	R		None	HC6N3O3		2079	163.001791	true		true	non_hardcoded
NBS (W)	W		None	H3C6NO2S		172	152.988449	true		true	non_hardcoded
NBS:13C(6) (W)	W		None	H3C'6NO2S		171	159.008578	true		true	non_hardcoded
NDA (K)	K		None	H5C13N		457	175.042199	true		true	non_hardcoded
NDA (N-term)		N	None	H5C13N		457	175.042199	true		true	non_hardcoded
NEIAA (C)	C		None	H7C4NO		211	85.052764	true	eI0	true	non_hardcoded
NEIAA (Y)	Y		None	H7C4NO		211	85.052764	true	eI0	true	non_hardcoded
NEIAA:2H(5) (C)	C		None	H2H'5C4NO		212	90.084148	true	eI5	true	non_hardcoded
NEIAA:2H(5) (Y)	Y		None	H2H'5C4NO		212	90.084148	true	eI5	true	non_hardcoded
NEM:2H(5) (C)	C		None	H2H'5C6NO2		776	130.079062	true		true	non_hardcoded
NEM:2H(5)+H2O (C)	C		None	H4H'5C6NO3		1358	148.089627	true		true	non_hardcoded
NEMsulfur (C)	C		None	H7C6NO2S		1326	157.019749	true		true	non_hardcoded
NEMsulfurWater (C)	C		None	H9C6NO3S		1328	175.030314	true		true	non_hardcoded
Nethylmaleimide (C)	C		None	H7C6NO2		108	125.047679	true		true	non_hardcoded
Nethylmaleimide+water (C)	C		None	H9C6NO3		320	143.058243	true		true	non_hardcoded
Nethylmaleimide+water (K)	K		None	H9C6NO3		320	143.058243	true		true	non_hardcoded
NeuAc (N)	N		None	H17C11NO8	H17C11NO8	1303	291.095417	true	NAc	true	non_hardcoded
NeuAc (ST)	S, T		None	H17C11NO8	H17C11NO8	1303	291.095417	true	NAc	true	non_hardcoded
NeuGc (N)	N		None	H17C11NO9	H17C11NO9	1304	307.090331	true	NGc	true	non_hardcoded
NeuGc (ST)	S, T		None	H17C11NO9	H17C11NO9	1304	307.090331	true	NGc	true	non_hardcoded
NHS-fluorescein (K)	K		None	H21C27NO7		1391	471.131802	true		true	non_hardcoded
NHS-LC-Biotin (K)	K		None	H25C16N3O3S		92	339.161662	true		true	non_hardcoded
NHS-LC-Biotin (N-term)		N	None	H25C16N3O3S		92	339.161662	true		true	non_hardcoded
NIC (K)	K		None	H3C6NO		697	105.021464	true	Ncl	true	non_hardcoded
NIC (N-term)		N	None	H3C6NO		697	105.021464	true	Ncl	true	non_hardcoded
Nitrene (Y)	Y		None	N - H		2014	12.995249	true		true	non_hardcoded
Nitro (F)	F		None	NO2 - H		354	44.985078	true	Ntr	true	non_hardcoded
Nitro (W)	W		None	NO2 - H		354	44.985078	true	Ntr	true	non_hardcoded
Nitro (Y)	Y		None	NO2 - H		354	44.985078	true	Ntr	true	non_hardcoded
Nitrosyl (C)	C		None	NO - H		275	28.990164	true	Nsl	true	non_hardcoded
Nitrosyl (Y)	Y		None	NO - H		275	28.990164	true	Nsl	true	non_hardcoded
Nmethylmaleimide (C)	C		None	H5C5NO2		314	111.032028	true		true	non_hardcoded
Nmethylmaleimide (K)	K		None	H5C5NO2		314	111.032028	true		true	non_hardcoded
Nmethylmaleimide+water (C)	C		None	H7C5NO3		500	129.042593	true		true	non_hardcoded
NO_SMX_SEMD (C)	C		None	H9C10N3O3S		744	251.036462	true		true	non_hardcoded
NO_SMX_SIMD (C)	C		None	H9C10N3O4S		746	267.031377	true		true	non_hardcoded
NP40 (N-term)		N	None	H24C15O		1833	220.182715	true		true	non_hardcoded
NQIGG (K)	K		None	H31C19N7O7		1799	469.228496	true		true	non_hardcoded
NQTGG (K)	K		None	H27C17N7O8		2084	457.192111	true		true	non_hardcoded
O-Dimethylphosphate (S)	S		None	H5C2O3P		723	107.997631	true		true	non_hardcoded
O-Dimethylphosphate (T)	T		None	H5C2O3P		723	107.997631	true		true	non_hardcoded
O-Dimethylphosphate (Y)	Y		None	H5C2O3P		723	107.997631	true		true	non_hardcoded
O-Et-N-diMePhospho (S)	S		None	H10C4NO2P		1364	135.044916	true		true	non_hardcoded
O-Isopropylmethylphosphonate (S)	S		None	H9C4O2P		729	120.034017	true		true	non_hardcoded
O-Isopropylmethylphosphonate (T)	T		None	H9C4O2P		729	120.034017	true		true	non_hardcoded
O-Isopropylmethylphosphonate (Y)	Y		None	H9C4O2P		729	120.034017	true		true	non_hardcoded
O-Methylphosphate (S)	S		None	H3CO3P		724	93.981981	true		true	non_hardcoded
O-Methylphosphate (T)	T		None	H3CO3P		724	93.981981	true		true	non_hardcoded
O-Methylphosphate (Y)	Y		None	H3CO3P		724	93.981981	true		true	non_hardcoded
O-pinacolylmethylphosphonate (H)	H		None	H15C7O2P		727	162.080967	true		true	non_hardcoded
O-pinacolylmethylphosphonate (K)	K		None	H15C7O2P		727	162.080967	true		true	non_hardcoded
O-pinacolylmethylphosphonate (S)	S		None	H15C7O2P		727	162.080967	true		true	non_hardcoded
O-pinacolylmethylphosphonate (T)	T		None	H15C7O2P		727	162.080967	true		true	non_hardcoded
O-pinacolylmethylphosphonate (Y)	Y		None	H15C7O2P		727	162.080967	true		true	non_hardcoded
Octanoyl (C)	C		None	H14C8O		426	126.104465	true	Oct	true	non_hardcoded
Octanoyl (S)	S		None	H14C8O		426	126.104465	true	Oct	true	non_hardcoded
Octanoyl (T)	T		None	H14C8O		426	126.104465	true	Oct	true	non_hardcoded
OxArgBiotin (R)	R		None	H22C15N2O3S		116	310.135113	true		true	non_hardcoded
OxArgBiotinRed (R)	R		None	H24C15N2O3S		117	312.150763	true		true	non_hardcoded
Oxidation (C)	C		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (C-term G)	G	C	None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (D)	D		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (E)	E		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (F)	F		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (I)	I		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (K)	K		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (L)	L		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (N)	N		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (P)	P		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (Q)	Q		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (R)	R		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (S)	S		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (T)	T		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (U)	U		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (V)	V		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation (Y)	Y		None	O		35	15.994915	true	Oxi	true	non_hardcoded
Oxidation+NEM (C)	C		None	H7C6NO3		1390	141.042593	true		true	non_hardcoded
OxLysBiotin (K)	K		None	H24C16N4O3S		113	352.156911	true		true	non_hardcoded
OxLysBiotinRed (K)	K		None	H26C16N4O3S		112	354.172562	true		true	non_hardcoded
OxProBiotin (P)	P		None	H27C16N5O3S		115	369.183461	true		true	non_hardcoded
OxProBiotinRed (P)	P		None	H29C16N5O3S		114	371.199111	true		true	non_hardcoded
Palmitoleyl (C)	C		None	H28C16O		431	236.214016	true	Pty	true	non_hardcoded
Palmitoleyl (S)	S		None	H28C16O		431	236.214016	true	Pty	true	non_hardcoded
Palmitoleyl (T)	T		None	H28C16O		431	236.214016	true	Pty	true	non_hardcoded
Palmitoyl (C)	C		None	H30C16O		47	238.229666	true	Pal	true	non_hardcoded
Palmitoyl (K)	K		None	H30C16O		47	238.229666	true	Pal	true	non_hardcoded
Palmitoyl (S)	S		None	H30C16O		47	238.229666	true	Pal	true	non_hardcoded
Palmitoyl (T)	T		None	H30C16O		47	238.229666	true	Pal	true	non_hardcoded
PEITC (C)	C		None	H9C9NS		979	163.04557	true		true	non_hardcoded
PEITC (K)	K		None	H9C9NS		979	163.04557	true		true	non_hardcoded
PEITC (N-term)		N	None	H9C9NS		979	163.04557	true		true	non_hardcoded
Pent(1)HexNAc(1) (ST)	S, T		None	H21C13NO9	H21C13NO9	1931	335.121631	true		true	non_hardcoded
Pent(2) (ST)	S, T		None	H16C10O8	H16C10O8	1930	264.084518	true		true	non_hardcoded
Pentose (ST)	S, T		None	H8C5O4	H8C5O4	1425	132.042259	true		true	non_hardcoded
Pentylamine (Q)	Q		None	H10C5		801	70.07825	true		true	non_hardcoded
PEO-Iodoacetyl-LC-Biotin (C)	C		None	H30C18N4O5S		20	414.193691	true	PEO	true	non_hardcoded
PET (S)	S		None	H7C7NS - O		264	121.035005	true	PET	true	non_hardcoded
PET (T)	T		None	H7C7NS - O		264	121.035005	true	PET	true	non_hardcoded
Phe->CamCys (F)	F		None	NOS - HC4		904	12.962234	true		true	non_hardcoded
phenyl-phosphate (K)	K		None	H5C6O3P		2042	155.997631	true		true	non_hardcoded
phenyl-phosphate (S)	S		None	H5C6O3P		2042	155.997631	true		true	non_hardcoded
phenyl-phosphate (T)	T		None	H5C6O3P		2042	155.997631	true		true	non_hardcoded
phenyl-phosphate (Y)	Y		None	H5C6O3P		2042	155.997631	true		true	non_hardcoded
Phenylisocyanate (N-term)		N	None	C7H5NO		411	119.037114	true	Pc0	true	non_hardcoded
phenylsulfonylethyl (C)	C		None	H8C8O2S		1382	168.0245	true		true	non_hardcoded
Phospho (C)	C		None	HO3P		21	79.966331	true	Pho	true	non_hardcoded
Phospho (D)	D		None	HO3P		21	79.966331	true	Pho	true	non_hardcoded
Phospho (E)	E		None	HO3P		21	79.966331	true	Pho	true	non_hardcoded
Phospho (H)	H		None	HO3P		21	79.966331	true	Pho	true	non_hardcoded
Phospho (K)	K		None	HO3P		21	79.966331	true	Pho	true	non_hardcoded
Phospho (R)	R		None	HO3P		21	79.966331	true	Pho	true	non_hardcoded
Phosphoadenosine (H)	H		None	H12C10N5O6P		405	329.05252	true	AMP	true	non_hardcoded
Phosphoadenosine (K)	K		None	H12C10N5O6P		405	329.05252	true	AMP	true	non_hardcoded
Phosphoadenosine (S)	S		None	H12C10N5O6P	H14C10N5O7P	405	329.05252	true	AMP	true	non_hardcoded
Phosphoadenosine (T)	T		None	H12C10N5O6P	H14C10N5O7P	405	329.05252	true	AMP	true	non_hardcoded
Phosphoadenosine (Y)	Y		None	H12C10N5O6P	H11C10N5O3,H5C5N5	405	329.05252	true	AMP	true	non_hardcoded
PhosphoCytidine (S)	S		None	H12C9N3O7P		1843	305.041287	true		true	non_hardcoded
PhosphoCytidine (T)	T		None	H12C9N3O7P		1843	305.041287	true		true	non_hardcoded
